gender,NationalITy,PlaceofBirth,StageID,GradeID,SectionID,Topic,Semester,Relation,raisedhands,VisITedResources,AnnouncementsView,Discussion,ParentAnsweringSurvey,ParentschoolSatisfaction,StudentAbsenceDays,Class,uuid,admission,staff_teacher,enquiry_course,enquiry_type,enquiry_month,qualification,college,name,Jan fee,Feb fee,Mar fee,Apr fee,May fee,Jun fee,jan_late,feb_late,mar_late,apr_late,may_late,jun_late,Average Fee Delay,Jul predicted date,10th_grade,12th_grade,graduation,first_eval_aptitude,first_eval_programming,first_eval_comm,first_eval,second_eval_aptitude,second_eval_programming,second_eval_comm,second_eval,third_eval_aptitude,third_eval_programming,third_eval_comm,third_eval,fourth_eval_aptitude,fourth_eval_programming,fourth_eval_comm,fourth_eval,total_eval_aptitude,total_eval_programming,total_eval_comm,total_eval,dropped
F,lebanon,lebanon,MiddleSchool,G-07,B,Math,F,Mum,80,90,49,55,Yes,Bad,Under-7,H,5468c8ca-92d0-4c0f-87b6-fc75a53f7b5e,Admission,Bhawna Singh,Android,Walk-in,Feb-2020,M.Tech-CSE,Guru Gobind Singh College for Women,Mohandas,05-01-2020,17-02-2020,22-03-2020,11-04-2020,11-05-2020,12-06-2020,-5,7,12,1,1,2,3 days 00:00:00.000000000,13-07-2020,66.3,76.17,7.9,4.5,3.5,5.0,13.0,4.5,5.5,4.0,14.0,5.0,4.0,5.5,14.5,4.5,4.5,4.5,13.5,4.625,4.375,4.75,13.75,No
M,KW,KuwaIT,lowerlevel,G-04,A,History,S,Father,10,17,12,14,No,Bad,Above-7,L,54e13196-65e5-458b-951f-2e3a526677cb,Admission,Jaswinder,AIML,Web Enquiry,Apr-2020,Diploma in CSE,DAV College,Carma,18-01-2020,10-02-2020,19-03-2020,12-04-2020,20-05-2020,22-06-2020,8,0,9,2,10,12,7 days 00:00:00.000000000,17-07-2020,89.01,74.47,9.6,5.5,5.0,5.5,16.0,5.5,5.0,5.0,15.5,4.5,5.5,4.0,14.0,5.5,5.5,5.5,16.5,5.25,5.25,5.0,15.5,No
F,KW,KuwaIT,HighSchool,G-09,A,IT,F,Father,33,33,30,90,No,Bad,Under-7,M,54fd7986-db82-417d-92d9-dad6f634105a,Admission,Prasenjit,Mean Stack,Phone,Feb-2020,B.Tech-ECE,Chandigarh College of Architecture,Gotam,10-01-2020,17-02-2020,24-03-2020,11-04-2020,20-05-2020,21-06-2020,0,7,14,1,10,11,7 days 00:00:00.000000000,17-07-2020,71.27,89.1,7.9,4.5,4.5,3.5,12.5,4.0,4.0,4.5,12.5,4.0,4.0,5.5,13.5,5.5,4.5,4.5,14.5,4.5,4.25,4.5,13.25,No
F,Jordan,Jordan,lowerlevel,G-04,B,Science,F,Mum,55,79,44,43,Yes,Good,Under-7,H,5675f9f6-850c-4073-b9a1-836c4629123b,Enquiry,,Digital,College,Jan-2020,Diploma in ECE,Rayat & Bahra University,Deo,17-01-2020,13-02-2020,15-03-2020,24-04-2020,13-05-2020,22-06-2020,7,3,5,14,3,12,7 days 00:00:00.000000000,17-07-2020,80.23,72.61,8.9,5.5,5.5,3.5,14.5,5.0,5.5,4.5,15.0,5.5,5.0,4.5,15.0,5.0,5.5,5.0,15.5,5.25,5.375,4.375,15.0,No
F,USA,USA,MiddleSchool,G-07,A,Math,F,Father,27,22,22,40,No,Good,Under-7,M,56980bca-9d8c-4311-9ba0-59b4cfcece16,Admission,Bhawna Singh,Digital,College,Feb-2020,B.Tech-CSE,Goswami Ganesh Dutta Sanatan Dharma College,Anuja,20-01-2020,11-02-2020,24-03-2020,13-04-2020,22-05-2020,17-06-2020,10,1,14,3,12,7,8 days 00:00:00.000000000,18-07-2020,71.57,71.21,7.6,3.5,3.5,4.5,11.5,4.5,4.0,4.5,13.0,4.0,5.5,4.5,14.0,5.5,4.5,4.5,14.5,4.375,4.375,4.5,13.25,No
F,Jordan,Jordan,lowerlevel,G-02,B,French,F,Mum,10,94,40,11,Yes,Good,Under-7,M,58e3b03d-d60b-4455-b6a6-6ef5e813871e,Enquiry,,PHP,College,Mar-2020,B.Tech-ECE,Chandigarh College of Architecture,Brahma,07-01-2020,11-02-2020,26-03-2020,27-04-2020,12-05-2020,21-06-2020,-3,1,16,17,2,11,7 days 00:00:00.000000000,17-07-2020,84.16,69.96,8.8,4.5,5.0,3.5,13.0,4.0,4.0,5.5,13.5,5.5,4.0,4.5,14.0,4.5,5.0,5.0,14.5,4.625,4.5,4.625,13.75,No
M,KW,KuwaIT,lowerlevel,G-04,A,English,S,Mum,69,34,12,17,No,Bad,Above-7,L,5947b2e4-1202-4a40-bf6d-1bb69d3dd225,Admission,Vaishali Thakur,Python,Phone,May-2020,M.Tech-IT,Post Graduate Government College,Aditi,14-01-2020,18-02-2020,18-03-2020,26-04-2020,22-05-2020,12-06-2020,4,8,8,16,12,2,8 days 00:00:00.000000000,18-07-2020,88.58,87.14,8.3,5.0,5.0,5.0,15.0,4.5,5.5,4.5,14.5,4.5,5.0,4.5,14.0,4.5,5.0,4.5,14.0,4.625,5.125,4.625,14.375,No
M,KW,KuwaIT,MiddleSchool,G-08,A,Arabic,S,Mum,85,75,62,53,Yes,Bad,Under-7,H,594e573a-82c2-4c6b-9b3b-a9d2ca756855,Admission,Jaswinder,Digital,Social Media,Mar-2020,M.Tech-CSE,National Institute of Technical Teachers Training & Research,Chitra,22-01-2020,16-02-2020,16-03-2020,28-04-2020,23-05-2020,13-06-2020,12,6,6,18,13,3,10 days 00:00:00.000000000,20-07-2020,83.62,70.76,5.9,5.0,5.5,5.0,15.5,4.0,5.5,4.0,13.5,5.5,5.0,5.5,16.0,5.5,5.5,5.0,16.0,5.0,5.375,4.875,15.25,No
F,Iran,Iran,lowerlevel,G-02,C,IT,F,Father,2,9,7,55,Yes,Good,Under-7,M,5b30e5f5-f749-4ea0-a219-fcc4b6c266bd,Enquiry,,Digital,Phone,Apr-2020,M.Tech-ECE,National Institute of Technical Teachers Training & Research,Manu,25-01-2020,09-02-2020,22-03-2020,19-04-2020,14-05-2020,20-06-2020,15,-1,12,9,4,10,8 days 00:00:00.000000000,18-07-2020,72.78,79.38,8.0,4.5,5.0,5.0,14.5,4.5,5.0,5.0,14.5,5.0,5.5,5.0,15.5,4.5,5.0,5.0,14.5,4.625,5.125,5.0,14.75,No
M,KW,KuwaIT,MiddleSchool,G-08,A,Arabic,S,Mum,83,75,62,53,No,Bad,Under-7,H,5db4dcf6-b91d-4164-8bd1-7f44a71e16b4,Admission,Ashita,Java,Email,Jan-2020,M.Tech-ECE,"Chandigarh University, Gharuan",Jaswinder,25-01-2020,15-02-2020,21-03-2020,12-04-2020,11-05-2020,14-06-2020,15,5,11,2,1,4,6 days 00:00:00.000000000,16-07-2020,82.41,70.76,6.9,4.0,5.0,5.0,14.0,5.5,4.0,5.5,15.0,5.0,5.5,4.0,14.5,5.5,5.5,4.5,15.5,5.0,5.0,4.75,14.75,No
M,Jordan,Palestine,MiddleSchool,G-07,A,Biology,S,Mum,70,98,54,72,Yes,Good,Under-7,H,5e69312d-213e-4f81-9739-91f9990d6c3d,Enquiry,,Python,Web Enquiry,May-2020,M.Tech-ECE,Government College for Girls,Anila,23-01-2020,18-02-2020,20-03-2020,23-04-2020,14-05-2020,17-06-2020,13,8,10,13,4,7,9 days 00:00:00.000000000,19-07-2020,75.38,67.8,6.3,5.5,4.0,3.5,13.0,4.0,4.5,5.5,14.0,5.0,5.0,5.5,15.5,5.0,5.0,4.5,14.5,4.875,4.625,4.75,14.25,No
M,KW,KuwaIT,lowerlevel,G-02,B,IT,F,Father,90,70,30,14,No,Bad,Under-7,M,5e6a9ff3-4940-4f86-8408-5e9140ead816,Enquiry,,Java,Email,May-2020,M.Tech-ECE,DAV College,Baladeva,20-01-2020,13-02-2020,10-03-2020,11-04-2020,20-05-2020,15-06-2020,10,3,0,1,10,5,5 days 00:00:00.000000000,15-07-2020,81.08,84.34,5.3,5.5,3.5,3.5,12.5,5.5,4.0,4.5,14.0,5.5,4.5,5.5,15.5,5.0,4.5,5.0,14.5,5.375,4.125,4.625,14.125,No
F,Jordan,Jordan,MiddleSchool,G-06,A,English,F,Mum,90,84,52,30,No,Good,Under-7,H,5e97c4fa-8ff9-4a2e-865f-7f1eccc9faa6,Enquiry,,Mean Stack,College,Feb-2020,BCA,"Chandigarh University, Jhanjeri",Mohan,07-01-2020,14-02-2020,14-03-2020,27-04-2020,21-05-2020,07-06-2020,-3,4,4,17,11,-3,5 days 00:00:00.000000000,15-07-2020,88.52,79.38,5.5,3.5,4.5,3.5,11.5,4.5,5.5,5.0,15.0,5.5,5.0,4.0,14.5,5.5,5.0,5.0,15.5,4.75,5.0,4.375,14.125,No
M,KW,KuwaIT,HighSchool,G-10,A,IT,F,Father,50,70,32,40,Yes,Good,Under-7,M,5ed8262b-e448-4d04-9840-5e02dca259e6,Admission,Jaswinder,PHP,Social Media,May-2020,M.Tech-IT,Indo Global Colleges,Geevarghese,06-01-2020,10-02-2020,23-03-2020,14-04-2020,21-05-2020,19-06-2020,-4,0,13,4,11,9,6 days 00:00:00.000000000,16-07-2020,71.27,78.68,9.9,5.0,4.5,5.5,15.0,4.5,4.5,4.0,13.0,4.0,4.5,4.0,12.5,5.5,5.0,5.0,15.5,4.75,4.625,4.625,14.0,No
M,KW,KuwaIT,lowerlevel,G-02,C,IT,S,Father,0,3,10,3,No,Bad,Above-7,L,5f21f963-57fe-40b4-9006-ef10e7c6c7e6,Enquiry,,Mean Stack,Walk-in,May-2020,B.Tech-ECE,DAV College,Gotam,15-01-2020,10-02-2020,22-03-2020,14-04-2020,13-05-2020,21-06-2020,5,0,12,4,3,11,6 days 00:00:00.000000000,16-07-2020,93.12,70.31,9.6,3.5,5.0,4.0,12.5,4.0,4.5,4.5,13.0,4.0,4.0,4.5,12.5,5.5,5.0,5.5,16.0,4.25,4.625,4.625,13.5,No
F,Jordan,Jordan,MiddleSchool,G-08,A,Geology,S,Father,55,74,25,29,No,Bad,Under-7,M,5f9bb4aa-6ae4-456c-b6a0-8426f9a0375f,Enquiry,,Angular,Social Media,Apr-2020,B.Tech-ECE,Rayat & Bahra University,Kausalya,13-01-2020,15-02-2020,13-03-2020,11-04-2020,19-05-2020,21-06-2020,3,5,3,1,9,11,5 days 00:00:00.000000000,15-07-2020,85.31,77.22,9.2,5.0,3.5,4.5,13.0,4.0,4.5,4.5,13.0,5.0,4.5,4.5,14.0,5.5,5.0,4.5,15.0,4.875,4.375,4.5,13.75,No
F,Palestine,Palestine,lowerlevel,G-04,A,Science,S,Mum,62,64,72,84,Yes,Good,Under-7,H,60b65d70-c8d0-45a2-a366-0289b3641fa3,Admission,Sandeep,Android,Walk-in,Feb-2020,MCA,Chandigarh College of Engineering and Technology,Devaki,21-01-2020,16-02-2020,13-03-2020,18-04-2020,10-05-2020,06-06-2020,11,6,3,8,0,-4,4 days 00:00:00.000000000,14-07-2020,87.43,80.98,6.4,5.0,4.0,5.5,14.5,5.5,5.5,5.5,16.5,5.5,5.5,4.0,15.0,5.5,5.5,4.5,15.5,5.375,5.125,4.875,15.375,No
M,SaudiArabia,USA,HighSchool,G-11,A,Science,S,Father,23,63,71,89,Yes,Good,Under-7,M,61294929-025e-45db-b821-66d2d40bde04,Admission,Vandana,PHP,Walk-in,Mar-2020,BCA,Post Graduate Government College for Girls,Akhil,10-01-2020,11-02-2020,17-03-2020,17-04-2020,13-05-2020,15-06-2020,0,1,7,7,3,5,4 days 00:00:00.000000000,14-07-2020,84.95,81.88,5.8,4.5,3.5,5.0,13.0,4.0,5.5,5.5,15.0,5.0,4.0,4.0,13.0,5.5,4.5,4.5,14.5,4.75,4.375,4.75,13.875,No
M,Tunis,Tunis,lowerlevel,G-02,B,French,S,Mum,80,92,83,43,Yes,Good,Under-7,H,616e290b-7a61-496a-9b86-2af98183c8bf,Admission,Vandana,AIML,Social Media,Mar-2020,M.Tech-CSE,"Chandigarh University, Jhanjeri",Kanta,24-01-2020,15-02-2020,24-03-2020,16-04-2020,18-05-2020,13-06-2020,14,5,14,6,8,3,8 days 00:00:00.000000000,18-07-2020,78.41,80.83,7.2,4.5,3.5,3.5,11.5,4.0,5.0,4.0,13.0,5.0,5.5,4.5,15.0,4.5,4.5,5.0,14.0,4.5,4.625,4.25,13.375,No
F,KW,KuwaIT,HighSchool,G-12,A,English,F,Father,29,39,50,77,Yes,Good,Under-7,M,61786371-b031-46e6-a8a9-c2683ec0b21b,Admission,Vaishali Thakur,Java,Web Enquiry,Apr-2020,Diploma in CSE,"Chandigarh University, Jhanjeri",Nataraj,16-01-2020,11-02-2020,25-03-2020,23-04-2020,22-05-2020,11-06-2020,6,1,15,13,12,1,8 days 00:00:00.000000000,18-07-2020,78.29,66.1,5.7,4.5,4.5,4.0,13.0,5.5,5.0,5.5,16.0,5.0,4.5,4.5,14.0,4.5,5.0,4.5,14.0,4.875,4.75,4.625,14.25,No
M,KW,KuwaIT,lowerlevel,G-02,B,French,S,Father,40,62,83,33,Yes,Good,Under-7,H,61c950e4-a9ec-472d-9c3c-462523a9105e,Admission,Jaswinder,Java,Social Media,Mar-2020,B.Tech-IT,"Chandigarh University, Gharuan",Draupadi,20-01-2020,08-02-2020,18-03-2020,20-04-2020,09-05-2020,17-06-2020,10,-2,8,10,-1,7,5 days 00:00:00.000000000,15-07-2020,74.84,86.54,6.0,4.0,3.5,3.5,11.0,4.5,4.5,5.0,14.0,4.0,5.5,5.5,15.0,5.0,5.0,4.5,14.5,4.375,4.625,4.625,13.625,No
M,Palestine,Jordan,MiddleSchool,G-06,A,English,F,Mum,71,70,65,69,Yes,Good,Under-7,M,61efb7b7-5eb1-453f-8445-51cb4b18266c,Admission,Prasenjit,Mean Stack,Phone,Apr-2020,MCA,IIT Ropar,Jai,17-01-2020,15-02-2020,16-03-2020,21-04-2020,19-05-2020,13-06-2020,7,5,6,11,9,3,7 days 00:00:00.000000000,17-07-2020,66.36,70.01,6.6,5.5,5.0,5.0,15.5,5.5,4.5,5.5,15.5,5.5,4.5,4.0,14.0,5.5,5.0,5.5,16.0,5.5,4.75,5.0,15.25,No
M,KW,KuwaIT,HighSchool,G-12,A,English,F,Mum,12,50,8,30,No,Bad,Above-7,L,626e9fa9-9138-4031-b45d-acf5600986d2,Admission,Bhawna Singh,Java,College,Jun-2020,M.Tech-IT,Goswami Ganesh Dutta Sanatan Dharma College,Ajit,09-01-2020,14-02-2020,14-03-2020,27-04-2020,18-05-2020,18-06-2020,-1,4,4,17,8,8,7 days 00:00:00.000000000,17-07-2020,86.77,79.93,6.9,5.0,4.0,4.5,13.5,4.5,4.5,4.5,13.5,4.0,5.5,5.0,14.5,4.5,5.0,5.0,14.5,4.5,4.75,4.75,14.0,No
F,Jordan,Jordan,MiddleSchool,G-06,A,English,S,Mum,92,81,32,36,No,Good,Under-7,M,628874ed-fc63-4630-a7ef-8b676b910e3a,Admission,Vaishali Thakur,Java,Email,Jan-2020,Diploma in CSE,National Institute of Technical Teachers Training & Research,Inderjit,06-01-2020,18-02-2020,12-03-2020,17-04-2020,15-05-2020,07-06-2020,-4,8,2,7,5,-3,2 days 00:00:00.000000000,12-07-2020,68.72,83.49,6.6,5.5,4.0,5.0,14.5,4.0,5.5,5.5,15.0,5.5,4.0,5.0,14.5,4.5,5.0,4.5,14.0,4.875,4.625,5.0,14.5,No
M,KW,KuwaIT,MiddleSchool,G-07,A,Math,F,Father,11,2,2,8,No,Bad,Under-7,L,632a4e21-2800-4c3f-949d-8fd974f0b2c7,Admission,Prasenjit,Mean Stack,Email,Jan-2020,BCA,Bhaddal group of Institutes,Laxmi,15-01-2020,11-02-2020,16-03-2020,21-04-2020,11-05-2020,06-06-2020,5,1,6,11,1,-4,3 days 00:00:00.000000000,13-07-2020,77.2,77.97,5.3,4.5,5.5,4.0,14.0,5.0,4.5,5.5,15.0,5.5,5.0,4.5,15.0,4.5,5.5,5.0,15.0,4.875,5.125,4.75,14.75,No
M,KW,KuwaIT,lowerlevel,G-04,A,Math,S,Father,15,6,32,40,Yes,Good,Under-7,H,637782ea-b673-43d2-adbb-20e7eb791627,Enquiry,,Android,Web Enquiry,Mar-2020,B.Tech-ECE,Government College for Girls,Amrita,06-01-2020,09-02-2020,15-03-2020,10-04-2020,12-05-2020,22-06-2020,-4,-1,5,0,2,12,2 days 00:00:00.000000000,12-07-2020,70.84,86.79,7.9,4.5,4.5,3.5,12.5,5.0,5.5,4.5,15.0,5.0,5.5,4.5,15.0,5.5,5.5,5.0,16.0,5.0,5.25,4.375,14.625,No
F,KW,KuwaIT,MiddleSchool,G-06,A,IT,S,Father,50,40,52,66,Yes,Bad,Under-7,M,645ac6a0-77fc-4334-bb98-c2563335d588,Admission,Vandana,Angular,Social Media,May-2020,M.Tech-CSE,Guru Gobind Singh College for Women,Nirmal,14-01-2020,08-02-2020,17-03-2020,14-04-2020,18-05-2020,06-06-2020,4,-2,7,4,8,-4,3 days 00:00:00.000000000,13-07-2020,77.5,71.36,9.5,5.5,5.5,5.5,16.5,5.0,5.5,4.0,14.5,4.5,4.5,4.0,13.0,4.5,5.0,5.0,14.5,4.875,5.125,4.625,14.625,No
M,KW,KuwaIT,MiddleSchool,G-07,A,Quran,S,Father,80,90,55,19,Yes,Good,Under-7,H,64ae44f0-7552-4b21-a91d-7c2c82faa8d6,Admission,Bhawna Singh,Digital,Phone,Feb-2020,Diploma in CSE,Post Graduate Government College,Adhita,11-01-2020,15-02-2020,18-03-2020,11-04-2020,20-05-2020,10-06-2020,1,5,8,1,10,0,4 days 00:00:00.000000000,14-07-2020,85.74,71.11,9.0,5.0,5.5,4.5,15.0,5.5,5.0,5.0,15.5,4.0,4.0,4.0,12.0,4.5,5.5,4.5,14.5,4.75,5.0,4.5,14.25,No
M,Jordan,Palestine,MiddleSchool,G-07,A,Biology,F,Mum,78,91,50,40,Yes,Good,Under-7,H,659f5099-3529-4b8d-9614-80350974ddfc,Admission,Ashita,Python,College,Jan-2020,Diploma in ECE,DAV College,Ajay,17-01-2020,17-02-2020,17-03-2020,11-04-2020,20-05-2020,10-06-2020,7,7,7,1,10,0,5 days 00:00:00.000000000,15-07-2020,81.38,75.92,7.1,4.5,4.5,4.5,13.5,4.0,4.0,4.0,12.0,4.0,5.5,5.0,14.5,4.5,5.0,4.5,14.0,4.25,4.75,4.5,13.5,No
M,KW,KuwaIT,MiddleSchool,G-08,A,Arabic,S,Father,15,43,42,33,Yes,Good,Under-7,M,65bafd04-65ed-42e9-ad7c-2558a7b54736,Admission,Ashita,Digital,Phone,Feb-2020,B.Tech-IT,"Chandigarh University, Gharuan",Karan,13-01-2020,09-02-2020,18-03-2020,17-04-2020,14-05-2020,18-06-2020,3,-1,8,7,4,8,5 days 00:00:00.000000000,15-07-2020,70.0,71.46,7.3,3.5,4.0,5.5,13.0,4.5,4.0,4.0,12.5,4.0,5.5,4.0,13.5,5.0,5.5,5.5,16.0,4.25,4.75,4.75,13.75,No
M,Lybia,Lybia,lowerlevel,G-02,B,French,S,Mum,15,4,12,7,No,Good,Above-7,L,65f68471-5009-4f03-b702-b6539a0b39c1,Admission,Sandeep,AIML,Web Enquiry,Jun-2020,B.Tech-CSE,Chandigarh College of Architecture,Gita,12-01-2020,12-02-2020,12-03-2020,10-04-2020,10-05-2020,21-06-2020,2,2,2,0,0,11,3 days 00:00:00.000000000,13-07-2020,93.12,84.24,6.7,4.5,4.0,5.0,13.5,4.0,5.5,4.0,13.5,4.5,4.0,5.5,14.0,5.0,5.5,5.0,15.5,4.5,4.75,4.875,14.125,No
M,Jordan,Jordan,lowerlevel,G-04,B,Science,F,Father,25,29,34,33,No,Good,Above-7,M,6614401e-3dfb-45f7-9e02-5a9316482472,Enquiry,,PHP,Phone,Jun-2020,Diploma in ECE,DAV College,Kishor,08-01-2020,08-02-2020,15-03-2020,14-04-2020,10-05-2020,21-06-2020,-2,-2,5,4,0,11,3 days 00:00:00.000000000,13-07-2020,85.13,83.04,6.5,3.5,5.0,5.5,14.0,4.0,4.5,4.0,12.5,4.0,5.0,4.5,13.5,4.5,5.0,5.0,14.5,4.0,4.875,4.75,13.625,No
M,Tunis,Tunis,MiddleSchool,G-08,C,Spanish,S,Mum,27,41,49,14,No,Bad,Under-7,M,663836e5-6851-42fb-9e53-f358151642b8,Admission,Ashita,Digital,Web Enquiry,Apr-2020,B.Tech-CSE,Post Graduate Government College,Maninder,24-01-2020,16-02-2020,16-03-2020,28-04-2020,12-05-2020,09-06-2020,14,6,6,18,2,-1,8 days 00:00:00.000000000,18-07-2020,92.94,82.58,7.9,3.5,5.0,4.0,12.5,4.5,4.5,4.5,13.5,5.5,5.0,4.5,15.0,5.5,4.5,4.5,14.5,4.75,4.75,4.375,13.875,No
M,Palestine,Jordan,lowerlevel,G-02,A,Arabic,S,Father,80,88,51,39,Yes,Good,Under-7,H,667d8717-b508-4057-84a3-80c6f0313541,Admission,Jaswinder,Android,College,Feb-2020,M.Tech-IT,Guru Gobind Singh College for Women,Kishen,17-01-2020,10-02-2020,09-03-2020,17-04-2020,17-05-2020,12-06-2020,7,0,-1,7,7,2,4 days 00:00:00.000000000,14-07-2020,68.6,68.0,8.0,4.5,3.5,5.5,13.5,5.0,4.0,5.0,14.0,4.0,4.0,5.0,13.0,5.5,5.5,5.5,16.5,4.75,4.25,5.25,14.25,No
M,Iraq,Iraq,MiddleSchool,G-08,A,Chemistry,S,Father,80,90,80,83,Yes,Good,Under-7,H,66aaa887-5ec7-4fee-9fff-a47b3c9adf68,Enquiry,,Mean Stack,College,Apr-2020,Diploma in CSE,Government College for Girls,Koumari,18-01-2020,20-02-2020,18-03-2020,27-04-2020,13-05-2020,06-06-2020,8,10,8,17,3,-4,7 days 00:00:00.000000000,17-07-2020,90.16,86.39,10.0,5.0,4.0,4.0,13.0,4.0,5.5,5.5,15.0,5.5,4.0,4.0,13.5,5.0,5.0,4.5,14.5,4.875,4.625,4.5,14.0,No
F,KW,KuwaIT,MiddleSchool,G-08,A,Arabic,F,Father,30,90,33,35,No,Bad,Under-7,M,66c80382-f778-46c0-8eac-7320464cf533,Admission,Bhawna Singh,AIML,College,Feb-2020,B.Tech-IT,DAV College,Ananta,09-01-2020,14-02-2020,11-03-2020,24-04-2020,21-05-2020,06-06-2020,-1,4,1,14,11,-4,4 days 00:00:00.000000000,14-07-2020,84.34,74.52,5.3,4.0,5.5,5.0,14.5,4.5,5.5,4.5,14.5,5.5,4.5,5.5,15.5,5.0,4.5,5.0,14.5,4.75,5.0,5.0,14.75,No
M,Jordan,Jordan,lowerlevel,G-04,A,Science,S,Father,22,34,15,9,No,Bad,Above-7,L,670ecffd-8fcf-4b98-b15e-04ccb1bccd24,Enquiry,,Mean Stack,Phone,Feb-2020,B.Tech-CSE,SVIET,Aniruddha,19-01-2020,11-02-2020,17-03-2020,12-04-2020,18-05-2020,12-06-2020,9,1,7,2,8,2,5 days 00:00:00.000000000,15-07-2020,74.42,77.92,6.9,5.5,4.0,5.0,14.5,5.5,4.5,5.0,15.0,4.5,4.0,4.0,12.5,5.5,4.5,4.5,14.5,5.25,4.25,4.625,14.125,No
M,Jordan,Jordan,lowerlevel,G-02,B,French,F,Mum,30,98,42,21,Yes,Good,Under-7,H,67909350-1b19-4e80-97be-c4fd4d4c164f,Enquiry,,Python,Web Enquiry,May-2020,B.Tech-IT,Goswami Ganesh Dutta Sanatan Dharma College,Darshan,17-01-2020,11-02-2020,11-03-2020,23-04-2020,14-05-2020,14-06-2020,7,1,1,13,4,4,5 days 00:00:00.000000000,15-07-2020,72.18,74.52,9.5,5.5,5.5,5.0,16.0,4.0,4.5,4.0,12.5,4.5,4.5,4.5,13.5,4.5,5.0,5.0,14.5,4.625,4.875,4.625,14.125,No
M,KW,KuwaIT,MiddleSchool,G-07,B,Math,F,Father,19,6,19,12,Yes,Good,Under-7,M,690bd069-cf76-4ffc-905d-e2f082745286,Enquiry,,PHP,Walk-in,Mar-2020,B.Tech-IT,Indo Global Colleges,Anantha,16-01-2020,20-02-2020,20-03-2020,21-04-2020,18-05-2020,13-06-2020,6,10,10,11,8,3,8 days 00:00:00.000000000,18-07-2020,90.46,77.02,7.9,4.5,3.5,5.5,13.5,4.0,5.5,5.5,15.0,5.5,5.5,4.0,15.0,4.5,5.5,4.5,14.5,4.625,5.0,4.875,14.5,No
M,Palestine,Jordan,lowerlevel,G-04,B,Science,S,Mum,82,84,79,79,Yes,Good,Above-7,M,695469f4-ba68-465b-8531-149e4e7b61d0,Admission,Jaswinder,Angular,Email,Jun-2020,M.Tech-ECE,Chitkara University,Akhil,09-01-2020,16-02-2020,13-03-2020,28-04-2020,23-05-2020,14-06-2020,-1,6,3,18,13,4,7 days 00:00:00.000000000,17-07-2020,85.25,71.86,8.6,5.0,3.5,5.5,14.0,5.0,5.0,5.5,15.5,4.5,5.5,5.5,15.5,5.0,5.5,5.5,16.0,4.875,4.875,5.5,15.25,No
M,Jordan,Jordan,MiddleSchool,G-07,A,IT,F,Father,39,40,11,33,No,Bad,Under-7,M,69bb62e9-273c-4a1d-8cac-d5bfe352d185,Enquiry,,AIML,Phone,Mar-2020,B.Tech-CSE,National Institute of Technical Teachers Training & Research,Gauri,08-01-2020,09-02-2020,15-03-2020,25-04-2020,09-05-2020,21-06-2020,-2,-1,5,15,-1,11,4 days 00:00:00.000000000,14-07-2020,93.12,78.53,7.6,3.5,5.0,3.5,12.0,4.5,5.5,4.5,14.5,4.5,4.0,5.5,14.0,5.0,5.5,4.5,15.0,4.375,5.0,4.5,13.875,No
M,Jordan,Jordan,MiddleSchool,G-06,A,English,F,Father,19,80,12,17,Yes,Good,Above-7,M,69f8d62b-cc58-4592-9c37-400177f91c64,Admission,Jaswinder,Python,Email,Feb-2020,Diploma in CSE,"Chandigarh University, Jhanjeri",Dipa,12-01-2020,10-02-2020,17-03-2020,26-04-2020,20-05-2020,10-06-2020,2,0,7,16,10,0,6 days 00:00:00.000000000,16-07-2020,78.53,73.87,9.9,3.5,5.5,3.5,12.5,5.5,5.0,4.0,14.5,5.5,5.5,5.0,16.0,5.5,5.0,5.5,16.0,5.0,5.25,4.5,14.75,No
M,KW,KuwaIT,lowerlevel,G-02,C,IT,F,Mum,21,12,0,50,Yes,Good,Under-7,M,6a3b9f7f-d63f-4214-8164-1850c560f2f2,Admission,Sandeep,PHP,Web Enquiry,Jun-2020,Diploma in IT,Government College for Girls,Dipak,11-01-2020,16-02-2020,17-03-2020,19-04-2020,12-05-2020,22-06-2020,1,6,7,9,2,12,6 days 00:00:00.000000000,16-07-2020,93.91,82.23,8.1,4.0,5.5,4.5,14.0,5.5,4.0,4.5,14.0,5.0,5.5,4.0,14.5,5.5,4.5,5.0,15.0,5.0,4.875,4.5,14.375,No
M,Jordan,Jordan,MiddleSchool,G-07,A,Biology,F,Father,39,71,40,26,No,Good,Above-7,M,6bbaa4e6-c7df-461e-b6b8-b0147cb75b0f,Admission,Vandana,Java,Web Enquiry,Jan-2020,M.Tech-CSE,Guru Gobind Singh College for Women,Kistna,12-01-2020,12-02-2020,26-03-2020,24-04-2020,09-05-2020,21-06-2020,2,2,16,14,-1,11,7 days 00:00:00.000000000,17-07-2020,81.86,84.49,7.8,4.0,5.5,4.5,14.0,4.5,4.5,5.0,14.0,4.5,4.0,4.5,13.0,5.0,5.0,5.5,15.5,4.5,4.75,4.875,14.125,No
